Eads,Bader-charge,Ave-O2p-up,Ave-O2p-down,Ave-diff-EN,Ave-diff-IE,BLVE Neighbor 1,BLVE Neighbor 2,BLVE Neighbor 3,BLVE Neighbor 4,BLVE Neighbor 5,Freq Ni,Freq Mg,Freq Cu,Freq Zn
-0.539044945,-1.306041,-2.0550197863858766,-1.8775952747896631,1.826000,5.590400,0.188727272727273,0.189909090909091,0.177333333333333,1.049,1.0695,0,2,2,1
-0.750511015,-1.229057,-1.933676309113309,-1.8894075146962492,1.758000,5.240800,1.07,0.175083333333333,0.191363636363636,0.175666666666667,0.196363636363636,0,1,2,2
-1.483283085,-1.220262,-1.8888152723309786,-1.744276618529918,1.708000,5.574400,0.189272727272727,0.188090909090909,1.052,0.178333333333333,0.198090909090909,0,1,3,1
-0.537139395,-1.272319,-1.8290992364617085,-1.7238928013475237,1.808000,4.907200,0.17425,1.0595,0.176666666666667,0.192818181818182,0.184583333333333,0,1,1,3
-0.493393735,-1.175387,-2.1489684958725372,-1.9374647063789308,1.688000,4.908400,0.193909090909091,0.175583333333333,0.17525,0.175583333333333,0.2135,1,0,1,3
-0.551988895,-1.146971,-1.8798454314768085,-1.6976164938233065,1.690000,4.891200,0.1775,0.177583333333333,0.190727272727273,0.188636363636364,0.17975,0,0,2,3
-0.496026215,-1.306041,-2.0521054987889613,-1.8757175274458502,1.894000,5.940000,0.188727272727273,0.189909090909091,0.177333333333333,1.049,1.0695,0,2,2,1
-0.816459515,-1.229057,-1.9333158945585942,-1.889224056469604,1.826000,5.590400,1.07,0.175083333333333,0.191363636363636,0.175666666666667,0.196363636363636,0,1,2,2
-0.356723535,-1.253196,-1.9644542712800592,-1.8598366459206563,1.808000,4.907200,0.177083333333333,0.188636363636364,0.174083333333333,0.17925,1.0795,0,1,1,3
-0.430678285,-1.231945,-1.9737406112456808,-1.8005067566328259,1.758000,5.240800,0.173,0.178666666666667,0.192636363636364,0.189,1.066,0,1,2,2
-0.533063952,-1.305861,-1.9291329567756872,-1.9398912772212267,1.770000,5.975600,1.0525,0.190727272727273,1.0435,0.2101,0.180916666666667,1,2,1,1
-0.673313172,-1.304576,-2.2499687764529654,-2.1094683046828755,0.306000,1.195600,0.2093,1.049,1.0765,0.17725,0.2118,2,2,0,1
-0.474807012,-1.278112,-2.0379968308344623,-1.8884616655239823,0.972000,3.218800,0.177166666666667,1.0385,0.2113,0.173916666666667,0.2189,2,1,0,2
-0.591458302,-1.31517,-2.017081855845315,-1.971575947022684,1.822000,5.624800,0.175916666666667,0.2063,0.190909090909091,1.052,1.0665,1,2,1,1
-0.443337392,-1.303842,-2.0380774723734745,-2.0420377980812674,0.920000,3.569600,0.192727272727273,0.175416666666667,0.2109,1.0425,1.0655,1,2,1,1
-0.460114172,-1.336722,-2.057790799747238,-1.9559688985898118,1.038000,3.585600,1.066,0.2092,0.2118,1.0595,0.177583333333333,2,2,0,1
-0.409940452,-1.224806,-2.2453609304020565,-2.1008009773444996,1.874000,5.274000,1.0435,0.2117,0.172,0.2152,0.2091,3,1,0,1
-0.661528042,-1.1208,-2.244694739531458,-2.1610727006270514,1.824000,5.607600,0.2067,0.1815,0.179583333333333,0.188545454545454,0.2053,2,0,1,2
-0.495923322,-1.148832,-1.954763329868003,-1.861706105734014,0.306000,1.195600,0.178416666666667,0.197181818181818,0.2071,0.2036,0.178,2,0,1,2
-0.616772472,-1.105519,-2.0452143784798613,-2.0400378133732366,1.876000,5.256800,0.2065,0.215,0.191727272727273,0.2075,0.174416666666667,3,0,1,1
-0.681115672,-1.199642,-1.8796498000471675,-1.9737723621479644,1.090000,3.234800,0.2088,0.190181818181818,1.056,0.178083333333333,0.194454545454545,1,1,2,1
-0.503229512,-1.33845,-1.845034419818426,-1.8609288188543875,0.306000,1.195600,0.1745,1.068,0.197272727272727,0.174333333333333,1.0745,0,2,1,2
-0.466631602,-1.218777,-2.0463321819192566,-1.9461062945707162,1.822000,5.624800,0.196454545454545,1.0565,0.2033,0.2072,0.177916666666667,2,1,1,1
-0.385554212,-1.199851,-2.0951255375272666,-2.0336750642292207,1.704000,5.608800,0.2077,0.2068,0.1755,0.193,1.0555,2,1,1,1
-0.943384442,-1.234369,-1.9106277407503462,-1.8651549535341927,1.398000,4.413200,0.191818181818182,0.173583333333333,0.178,1.06,0.195818181818182,0,1,2,2
-0.538722342,-1.351175,-1.7063727841348484,-1.7311619293221854,1.518000,4.412000,1.051,0.1765,1.0555,0.196090909090909,0.181,0,2,1,2
-0.365503425,-1.292348,-1.9751437453437646,-1.8883369810938504,1.890000,5.974400,1.0515,0.216,0.186454545454546,0.2068,1.077,2,2,1,0
-0.344780405,-1.136173,-2.151901279501354,-2.140942576679355,0.732000,2.390000,0.2044,0.196636363636364,0.193636363636364,0.2022,1.048,2,1,2,0
-0.427656065,-1.213954,-2.1378896862601526,-1.9730966271473946,0.306000,1.195600,0.2082,0.191272727272727,1.065,0.174083333333333,0.2112,2,1,1,1
-0.316650105,-1.430794,-1.9608706479097153,-1.876831971697009,1.824000,5.607600,0.177583333333333,1.0475,0.2089,1.0525,1.0815,1,3,0,1
-0.681480295,-1.100027,-1.9729270535910786,-2.0862919423487165,1.038000,3.585600,0.2051,0.172416666666667,0.193454545454545,0.194363636363636,0.19,1,0,3,1
-0.564750855,-1.079302,-2.0613944969627176,-2.140237583039256,1.228000,4.748000,0.187818181818182,0.189090909090909,0.178166666666667,0.191363636363636,0.211,1,0,3,1
-0.705398115,-1.32247,-1.9240975359242896,-2.00586483492036,1.636000,5.259200,0.197909090909091,0.172166666666667,1.053,1.0615,0.194181818181818,0,2,2,1
-0.400287665,-1.351049,-1.9701930423529352,-1.852503582785419,1.806000,4.924400,1.0555,1.0535,0.176833333333333,0.2105,0.17925,1,2,0,2
-0.728914865,-1.113669,-1.8119086953239474,-1.9663228363482201,1.346000,4.764000,0.178333333333333,0.1795,0.191818181818182,0.185727272727273,0.190818181818182,0,0,3,2
-0.409668555,-1.072146,-2.2161423390818418,-2.1469972442239813,1.876000,5.256800,0.198545454545455,0.192,0.2065,0.175083333333333,0.2061,2,0,2,1
-0.441232045,-1.284973,-1.9571258073764597,-1.8192632141222087,1.158000,3.584400,0.181666666666667,0.2078,0.176083333333333,1.06,0.1785,1,1,0,3
-0.388238365,-1.285517,-1.946666347160861,-2.013032765049628,0.614000,2.374000,1.0535,0.178416666666667,0.173333333333333,0.17625,0.2187,1,1,0,3
-0.502189355,-1.318951,-1.9187238605180665,-1.8840649806159537,1.634000,5.276400,0.175083333333333,1.0755,0.2112,0.191272727272727,1.054,1,2,1,1
-0.114496785,-1.07314,-2.4146624363722142,-2.1935899127335237,1.332000,4.046400,0.192727272727273,0.2076,0.2047,0.2143,0.205,4,0,1,0
-0.490380035,-1.137333,-2.100030238613872,-1.9028391041833306,1.090000,3.234800,0.2046,0.2051,0.1805,0.18025,0.189909090909091,2,0,1,2
-0.419836385,-1.2936,-1.716301271162251,-1.6612665950248189,1.090000,3.234800,0.172833333333333,0.17375,1.0665,0.184583333333333,0.185333333333333,0,1,0,4
-0.569399795,-1.345177,-1.7065909021943197,-1.7243035678414769,1.704000,5.608800,1.0595,0.175583333333333,0.195181818181818,0.1745,1.0835,0,2,1,2
-0.850807215,-1.225862,-1.6979816119355005,-1.787123089662363,0.664000,2.040400,0.179833333333333,0.191545454545455,0.187181818181818,0.176833333333333,1.062,0,1,2,2
-0.852244515,-1.249505,-1.7247715205555403,-1.6852037760393104,1.090000,3.234800,0.175,0.189636363636364,1.047,0.17975,0.200545454545455,0,1,2,2
-0.283403225,-1.449525,-1.81657280377355,-1.7751129278903044,1.584000,5.610000,0.175,1.0585,0.1775,1.0625,1.086,0,3,0,2
-0.293703885,-1.189127,-2.030423159170541,-1.9476002730166246,1.328000,4.080800,0.17925,0.2055,0.2047,0.193636363636364,1.0635,2,1,1,1
-0.405986905,-1.144562,-2.087504811136601,-2.0865568733506077,1.638000,5.242000,0.192454545454545,0.2084,0.2058,0.191727272727273,1.058,2,1,2,0
-0.397563225,-1.21875,-1.994996444026824,-1.9214614067874622,1.890000,5.974400,0.189636363636364,0.2075,0.2134,1.061,0.17775,2,1,1,1
-0.702249925,-1.197616,-2.0537199499017254,-1.7802228303611827,1.890000,5.974400,1.0755,0.207,0.2082,0.179916666666667,0.195090909090909,2,1,1,1
-0.665720965,-1.144354,-2.090383360499699,-2.1179201186664476,0.664000,2.040400,0.2077,0.192,0.190636363636364,0.2081,1.0575,2,1,2,0
-0.706611775,-1.06276,-2.307261425865908,-2.1655544348857987,1.858000,4.573600,0.2028,0.192272727272727,0.197363636363636,0.2084,0.2052,3,0,2,0
-0.702527395,-1.122538,-2.000765832145323,-1.8205268737352696,1.448000,4.079600,0.2118,0.195181818181818,0.2119,0.202,0.177666666666667,3,0,1,1
-0.731626015,-1.07372,-2.2184114730465803,-1.9696957983950025,0.612000,2.391200,0.2094,0.2127,0.188181818181818,0.2104,0.2081,4,0,1,0
-0.986184545,-1.242773,-1.638569403575626,-1.7233719377688572,1.942000,5.623600,0.188545454545454,1.062,0.182083333333333,0.190636363636364,0.17775,0,1,2,2
-1.089004545,-1.188345,-1.5506292903599301,-1.6125747365959255,1.704000,5.608800,0.192,0.174333333333333,0.179,0.196272727272727,0.180166666666667,0,0,2,3
-0.806000605,-1.238073,-1.8106313387851332,-1.7437705514947988,1.516000,4.429200,0.195272727272727,0.17725,0.173666666666667,0.2083,1.0635,1,1,1,2
-0.400488875,-1.314464,-1.8997276738995161,-1.837804447748543,1.226000,4.765200,0.208,0.178666666666667,1.051,0.190181818181818,1.0585,1,2,1,1
-0.846543285,-1.168164,-2.208182317096439,-2.0718211471092554,1.704000,5.608800,0.189,0.2052,0.191727272727273,1.055,0.194,1,1,3,0
-0.821528475,-1.413913,-1.936078259264098,-1.9564107101761823,1.328000,4.080800,1.0415,0.188363636363636,0.173583333333333,1.088,1.089,0,3,1,1
-0.998173305,-1.352083,-1.6914916541663285,-1.695586751854076,0.306000,1.195600,1.0775,0.174416666666667,1.0435,0.197818181818182,0.182166666666667,0,2,1,2
-0.905644065,-1.169561,-2.137799656967962,-2.000932801719594,1.822000,5.624800,0.193636363636364,1.0685,0.2068,0.188454545454546,0.191909090909091,1,1,3,0
-0.428347015,-1.231793,-1.9927393957996204,-1.909906242278277,1.040000,3.568400,0.2096,0.2126,1.0565,0.189181818181818,0.178,2,1,1,1
-0.646743375,-1.267505,-1.7186630661595055,-1.7293912087593672,1.516000,4.429200,0.197636363636364,1.0515,0.179083333333333,0.17225,0.182916666666667,0,1,1,3
-0.720915315,-1.218718,-2.172027885544072,-1.9874406910262368,1.822000,5.624800,0.191083333333333,0.177,0.201,1.06,0.2089,2,1,0,2
-0.452784135,-1.289139,-2.1525043257828638,-1.997863001554653,1.754000,5.275200,1.056,0.2127,0.208,0.2093,1.0535,3,2,0,0
-0.470336095,-1.350197,-1.9748341364559272,-1.8070172370440594,0.306000,1.195600,0.2088,0.2092,1.084,1.0595,0.1795,2,2,0,1
-0.554064745,-1.323617,-2.0428964397263756,-1.9621291961844618,1.706000,5.591600,1.0585,1.0515,0.192272727272727,0.174,0.2157,1,2,1,1
-0.352163565,-1.285575,-2.113325841821116,-2.08495969574363,1.348000,4.746800,0.174166666666667,0.201454545454545,1.039,0.2032,1.066,1,2,1,1
-0.600715365,-1.228676,-2.026895552345379,-1.8446822600182655,0.614000,2.374000,0.2053,1.0695,0.2165,0.2086,0.177083333333333,3,1,0,1
-1.022201245,-1.299412,-2.003208578658773,-1.8406694589181825,1.756000,5.258000,0.2047,0.187636363636364,1.0605,1.075,0.201181818181818,1,2,2,0
-0.912841565,-1.424846,-1.7794063575353898,-1.7440258722034534,1.448000,4.079600,1.0365,1.0445,1.0495,0.194363636363636,0.201,0,3,2,0
-0.690330715,-1.332807,-1.7442285342202868,-1.817103452924773,1.142000,2.884000,0.190909090909091,1.048,0.192636363636364,1.0385,0.180833333333333,0,2,2,1
-0.531495265,-1.166531,-2.256178058739606,-2.076756840937198,1.396000,4.430400,1.0485,0.194454545454545,0.189909090909091,0.2078,0.2077,2,1,2,0
-0.520647155,-1.217903,-2.023076879434484,-1.920424044366044,1.824000,5.607600,0.182083333333333,0.174666666666667,0.2052,1.0545,0.192363636363636,1,1,1,2
-0.479493095,-1.335775,-1.9514555835188694,-1.8073291648910512,1.398000,4.413200,1.0485,0.2051,0.174,0.18325,1.0625,1,2,0,2
-0.767817155,-1.192836,-1.5704989634079243,-1.494780868295646,1.040000,3.568400,0.173666666666667,0.176416666666667,0.198181818181818,0.176666666666667,0.183,0,0,1,4
-0.332571645,-1.265143,-1.716041163270717,-1.6543735105187483,1.876000,5.256800,0.177833333333333,0.195636363636364,0.174166666666667,0.176,1.07,0,1,1,3
-0.480311505,-1.180943,-2.033492610044277,-1.8850857672436405,1.090000,3.234800,0.17725,0.197363636363636,0.190545454545454,0.202,1.0525,1,1,2,1
-0.779131795,-1.095044,-2.1840377769781463,-1.8683326482073663,1.824000,5.607600,0.2064,0.186909090909091,0.2128,0.17825,0.193181818181818,2,0,2,1
-0.307874205,-1.12128,-2.1541060399290437,-1.8886018562905889,1.892000,5.957200,0.175583333333333,0.2052,0.2104,0.196,0.2083,3,0,1,1
-0.633527285,-1.079672,-2.3025949126087646,-2.207653164658948,1.586000,5.592800,0.195363636363636,0.2088,0.187363636363636,0.178166666666667,0.2043,2,0,2,1
-0.513421935,-1.198309,-2.2585742418704666,-2.0932827235791076,0.732000,2.390000,0.188090909090909,0.180666666666667,1.063,0.188909090909091,0.2084,1,1,2,1
-0.416829205,-1.385203,-2.1012013081841987,-1.862814220130849,1.824000,5.607600,0.189272727272727,1.0635,1.0655,0.2065,1.0675,1,3,1,0
-0.285734105,-1.201828,-2.119494728927091,-1.944853583399758,1.586000,4.761600,0.2045,1.058,0.195909090909091,0.207,0.17625,2,1,1,1
-0.303079115,-1.207654,-1.9032274032832497,-1.8264946218006592,0.732000,2.390000,0.2083,0.184545454545455,0.176916666666667,0.196545454545455,1.0495,1,1,2,1
-0.801560465,-1.347233,-1.8342161012026232,-1.6607941293681827,1.772000,5.958400,0.1785,0.174666666666667,1.0565,1.051,0.199909090909091,0,2,1,2
-0.485228265,-1.458307,-1.7356857810567083,-1.6262004679293849,1.756000,5.258000,1.0705,1.0635,0.173416666666667,1.0605,0.186416666666667,0,3,0,2
-0.934515185,-1.265581,-1.82391972680614,-1.7028448917567696,0.918000,3.586800,1.041,0.181583333333333,0.175916666666667,0.186,0.197272727272727,0,1,2,2
-0.671642475,-1.157809,-1.7234155659950703,-1.7386095374006898,1.278000,4.414400,0.193,0.175583333333333,0.175166666666667,0.173666666666667,0.196090909090909,0,0,2,3
-0.480500095,-1.313467,-2.005572705797514,-1.9357813898241674,1.704000,5.608800,1.0535,0.197181818181818,0.2062,0.173166666666667,1.072,1,2,1,1
-0.437086095,-1.087986,-2.1744026436569857,-2.106215192407829,1.774000,5.941200,0.175583333333333,0.2073,0.192363636363636,0.192545454545454,0.2058,2,0,2,1
-0.475128175,-1.399106,-1.9418997068230683,-1.9887909323675552,0.612000,2.391200,0.186363636363636,0.190090909090909,1.0575,1.0535,1.0735,0,3,2,0
-0.460803595,-1.426943,-1.7154072308490902,-1.725383406248636,1.686000,4.925600,1.065,1.0565,0.188727272727273,1.061,0.201363636363636,0,3,2,0
-0.545571165,-1.090203,-2.1300626334488326,-2.0628328899029533,1.396000,4.430400,0.188545454545454,0.190454545454545,0.178583333333333,0.2126,0.2098,2,0,2,1
-0.580158925,-1.193608,-1.968268609043937,-2.01441122719907,1.328000,4.080800,0.21,0.176333333333333,1.0655,0.191272727272727,0.194454545454545,1,1,2,1
-0.585025175,-1.27513,-2.2578592779980995,-2.0939440871033255,1.754000,5.275200,0.195090909090909,1.041,0.2049,1.0505,0.2153,2,2,1,0
-0.413442475,-1.199463,-2.038673199083486,-2.0372068215252512,1.874000,5.274000,1.0515,0.2017,0.187909090909091,0.200272727272727,0.177,1,1,2,1
-0.630917015,-1.068078,-2.2774713162619236,-2.290111090357066,0.732000,2.390000,0.185454545454546,0.2081,0.203909090909091,0.176083333333333,0.2036,2,0,2,1
-0.250379415,-1.324388,-1.9121849384033602,-1.8597352871403263,1.706000,5.591600,0.17825,0.188818181818182,0.2128,1.0665,1.063,1,2,1,1
-0.689697095,-1.217378,-2.35746052343488,-2.1832189801010196,0.918000,3.586800,1.047,0.2169,0.176583333333333,0.2091,0.2054,3,1,0,1
-0.915683715,-1.089621,-2.094008706235189,-2.181389342542822,0.614000,2.374000,0.2075,0.17725,0.216,0.190181818181818,0.184545454545455,2,0,2,1
-0.421565875,-1.308077,-1.9774847093459458,-1.8995573580341292,1.584000,5.610000,0.2084,1.0885,0.177166666666667,0.187363636363636,1.065,1,2,1,1
-0.791051265,-1.107467,-1.8139078272311848,-1.8164673483688427,0.970000,3.236000,0.205272727272727,0.173416666666667,0.182636363636364,0.2061,0.196272727272727,1,0,3,1
-0.950296335,-1.324113,-1.9434169105459327,-1.8919914192352878,1.038000,3.585600,0.2075,0.193727272727273,1.0465,0.176416666666667,1.0575,1,2,1,1
-0.527829575,-1.353654,-1.927328917216661,-1.822523759285206,1.380000,3.730000,0.176333333333333,1.074,1.0595,0.2103,0.178416666666667,1,2,0,2
-0.761698395,-1.223705,-1.6955815623179156,-1.6942362686438932,1.582000,5.627200,0.169666666666667,0.193909090909091,1.04,0.190909090909091,0.209363636363636,0,1,3,1
-0.521277125,-1.460726,-1.7860354313336186,-1.7337397306710614,0.664000,2.040400,0.190272727272727,1.0565,1.0595,1.0625,0.1805,0,3,1,1
-0.545663435,-1.356978,-1.7502220390714842,-1.7019530750023961,0.920000,3.569600,1.045,1.0495,0.176083333333333,0.193181818181818,0.1825,0,2,1,2
-0.386451165,-1.216417,-1.8725156587530598,-1.8403785225720046,1.822000,5.624800,0.194181818181818,0.173,0.187818181818182,0.178583333333333,1.0725,0,1,2,2
-0.400025235,-1.233941,-1.8426207332610707,-1.792100665496351,1.348000,4.746800,0.191090909090909,0.2063,0.177,1.0765,0.18075,1,1,1,2
-0.207180455,-1.542092,-1.9409565820092367,-1.8977045935439736,1.464000,4.780000,1.084,0.174333333333333,1.0695,1.0565,1.0775,0,4,0,1
-0.121483245,-1.423012,-2.0225581237912573,-1.9228843378678109,1.518000,4.412000,1.068,1.0615,0.209,0.174916666666667,1.0705,1,3,0,1
-0.445538455,-1.096377,-2.2816843573559513,-2.252478241255873,1.876000,5.256800,0.182416666666667,0.2049,0.2066,0.195,0.2044,3,0,1,1
-0.385405715,-1.084104,-2.246213618808951,-2.2387511725700238,0.614000,2.374000,0.2077,0.189909090909091,0.193545454545454,0.177916666666667,0.2075,2,0,2,1
-0.666540805,-1.305272,-1.9106989916487356,-1.9769840104137026,1.586000,5.592800,0.178166666666667,0.187909090909091,0.188909090909091,1.0685,1.0755,0,2,2,1
-0.380390645,-1.214771,-2.184977580832383,-2.040340290685037,1.806000,4.924400,1.0415,0.196454545454545,0.175416666666667,0.2082,0.2096,2,1,1,1
-0.286962785,-1.18835,-2.11144878119266,-2.0095934547591083,1.040000,3.568400,0.2038,0.179833333333333,0.200272727272727,0.2047,1.0475,2,1,1,1
-0.851087935,-1.091177,-1.7967822191311127,-1.7866449703551057,1.822000,5.624800,0.194454545454545,0.181333333333333,0.185818181818182,0.184818181818182,0.200090909090909,0,0,4,1
-0.671741085,-1.182095,-1.8340197200583286,-1.8903387934767384,1.874000,5.274000,0.192090909090909,0.190454545454545,1.0435,0.192,0.176333333333333,0,1,3,1
-0.407061605,-1.231205,-1.7837928805417769,-1.7723454002907835,1.568000,4.078400,0.187,1.0525,0.196727272727273,0.174666666666667,0.180333333333333,0,1,2,2
-0.632051035,-1.131501,-1.8763822460561022,-1.9304572992705487,1.450000,4.062400,0.17925,0.194727272727273,0.174833333333333,0.189,0.193818181818182,0,0,3,2
-0.985640355,-1.249869,-1.8047073437213832,-1.6778526114590038,1.770000,5.975600,0.191,0.179666666666667,1.0545,0.2085,0.18,1,1,1,2
-0.693502525,-1.215514,-2.1012537785044154,-1.8902266653849598,0.614000,2.374000,0.2097,1.041,0.2083,0.177916666666667,0.197181818181818,2,1,1,1
-0.618422275,-1.11816,-2.13679292437012,-1.9466280260408013,0.614000,2.374000,0.17175,0.1981,0.177166666666667,0.209363636363636,0.2113,2,0,1,2
-0.893385635,-1.182181,-1.6594451177648437,-1.564944381013602,1.942000,5.623600,0.184818181818182,0.176416666666667,0.181583333333333,0.198090909090909,0.179,0,0,2,3
-0.583495985,-1.455491,-1.9337084171491294,-1.7834662604195781,1.328000,4.080800,0.17775,1.054,1.0635,1.0625,0.197363636363636,0,3,1,1
-0.690393675,-1.363052,-1.96204320239166,-1.8565654602830919,1.448000,4.079600,1.049,1.0655,0.180583333333333,0.2068,0.176416666666667,1,2,0,2
-0.696907425,-1.213984,-1.9724185369935279,-1.8791418925330627,1.774000,5.941200,0.203,0.172583333333333,0.202909090909091,0.175416666666667,1.0605,1,1,1,2
-0.212906295,-1.335774,-1.865282277909259,-1.790410684305178,1.702000,5.626000,0.176833333333333,0.188454545454546,1.048,0.179333333333333,1.0795,0,2,1,2
-0.540540445,-1.306018,-2.262276190805915,-2.0550093719502365,0.920000,3.569600,1.059,0.183545454545455,0.192545454545454,1.052,0.2099,1,2,2,0
-0.886174775,-1.348543,-1.9720617069056126,-1.773189310039287,1.706000,5.591600,1.042,0.191272727272727,1.0505,0.176833333333333,0.195454545454545,0,2,2,1
-0.067632845,-1.431641,-1.9423598859124662,-1.8624747813719906,1.226000,4.765200,0.177416666666667,1.061,1.0455,0.189636363636364,1.067,0,3,1,1
-0.890855425,-1.239257,-2.425716534857241,-2.3694852150553087,0.614000,2.374000,0.193090909090909,1.0395,0.191090909090909,1.034,0.2056,1,2,2,0
-0.696173685,-0.983442,-2.5621868608264298,-2.37044124726869,1.874000,5.274000,0.198454545454545,0.195727272727273,0.204,0.187727272727273,0.2007,2,0,3,0
-0.339269225,-1.320355,-2.0904302987721133,-1.9152037156378032,1.160000,3.567200,0.194,0.2074,0.174583333333333,1.0505,1.06,1,2,1,1
-0.640068465,-1.310075,-1.9143517576265623,-1.7499648462798507,1.584000,4.778800,1.0855,0.179166666666667,0.184727272727273,1.0535,0.198545454545455,0,2,2,1
-0.903317065,-1.198768,-1.8570471640122883,-1.7986597293317634,1.396000,4.430400,1.048,0.206363636363636,0.188909090909091,0.180545454545455,0.177083333333333,0,1,3,1
-1.711321705,-1.286417,-1.9430038948468615,-1.900952060178969,1.772000,5.958400,0.183272727272727,0.2125,1.0585,0.2144,1.0675,2,2,1,0
-0.677275475,-1.240766,-1.7735098473915092,-1.7115763229937744,1.396000,4.430400,0.2105,1.0665,0.198909090909091,0.17225,0.183333333333333,1,1,1,2
-1.069355095,-1.104208,-1.8686309269349468,-1.8459726622675174,0.922000,3.552400,0.174583333333333,0.188636363636364,0.187636363636364,0.195818181818182,0.192272727272727,0,0,4,1
-0.735360565,-1.082077,-1.7807413107529817,-1.8588523517700566,1.942000,5.623600,0.194272727272727,0.183818181818182,0.2026,0.198727272727273,0.176083333333333,1,0,3,1
-0.976979545,-1.269497,-2.124056674618027,-1.890862841594918,1.142000,2.884000,0.2069,1.059,0.2068,1.064,0.199,2,2,1,0
-0.427680835,-1.271085,-2.1392120735909343,-2.01130319324877,1.450000,4.062400,1.0715,0.2056,0.2049,0.191545454545455,1.065,2,2,1,0
-0.597964015,-1.140001,-2.047379414467031,-2.0306790050392425,1.822000,5.624800,0.187545454545455,0.2034,0.192545454545454,0.187727272727273,1.065,1,1,3,0
-0.903691375,-1.199822,-1.8134089805813796,-1.8165074178398086,1.702000,5.626000,0.189545454545454,0.192,1.0455,0.2114,0.178583333333333,1,1,2,1
-0.186290175,-1.235113,-2.3144448955074965,-2.2721247248740015,0.612000,2.391200,1.0645,0.2029,0.1971,0.2208,1.056,3,2,0,0
-0.231427895,-1.136853,-2.5244885247318756,-2.3080159300645233,1.706000,5.591600,0.2048,0.195,1.071,0.2277,0.2066,4,1,0,0
-0.667568585,-1.214513,-2.001171269506108,-1.7745519349831838,1.400000,4.396000,0.2092,1.056,0.185166666666667,0.188818181818182,0.2098,2,1,1,1
-0.570416465,-1.283226,-2.0767554671016524,-2.0239389959400813,0.614000,2.374000,0.208909090909091,0.17325,0.1968,1.063,1.0715,1,2,1,1
-0.422572175,-1.041952,-2.1583317615784274,-2.0944407336963446,1.944000,5.606400,0.1971,0.221363636363636,0.2171,0.19,0.17475,3,0,1,1
-0.732317925,-1.193685,-1.9328266162240852,-1.8241048314311041,1.652000,5.959600,0.193,0.2076,0.20825,1.0565,0.17875,2,1,0,2
-0.911994615,-1.287712,-1.6473063284549676,-1.6238344210214395,1.348000,4.746800,1.0635,0.17575,0.204818181818182,0.17675,0.181416666666667,0,1,1,3
-0.558354255,-1.173813,-1.8975195562913054,-1.8924522420657615,0.972000,3.218800,0.184,0.206272727272727,0.184181818181818,0.1974,1.0595,1,1,2,1
-0.450213345,-1.298562,-2.08233843328558,-1.8856902857187243,1.824000,5.607600,0.2063,0.2084,1.0575,0.2143,1.0555,3,2,0,0
-0.536328525,-1.262375,-1.7799302377943362,-1.6579466880108988,0.306000,1.195600,0.2094,1.061,0.181083333333333,0.176666666666667,0.180416666666667,1,1,0,3
-0.923068165,-1.160155,-1.7294255625683879,-1.716599395954154,0.922000,3.552400,0.181666666666667,0.176583333333333,0.2035,0.193727272727273,0.179333333333333,1,0,1,3
-0.438771495,-1.15267,-2.2030333357262735,-2.1280293952000684,1.704000,5.608800,0.189181818181818,0.2039,0.2089,0.2143,1.0525,3,1,1,0
-0.715415265,-1.22257,-2.0481115056217774,-1.8310378635424254,1.638000,5.242000,0.2116,0.188181818181818,0.179666666666667,1.0585,0.2109,2,1,1,1
-0.619335155,-1.267815,-1.9944500270078103,-1.7970315677183335,1.210000,3.233600,1.0625,0.17475,0.2111,0.175083333333333,0.196272727272727,1,1,1,2
-0.696179135,-1.188101,-2.2579238061402784,-2.0159533973228383,1.754000,5.275200,0.175333333333333,0.2174,1.046,0.2037,0.190636363636364,2,1,1,1
-0.448605975,-1.16315,-2.3316861851296564,-2.141198970349291,1.892000,5.957200,0.1981,1.052,0.202545454545455,0.2042,0.2097,3,1,1,0
-0.683668865,-1.104441,-2.277939322639498,-2.242354559423384,0.922000,3.552400,0.201454545454545,0.2102,0.171666666666667,0.180083333333333,0.1997,2,0,1,2
-0.899182225,-1.171311,-1.7026103783688638,-1.5816489159489213,1.824000,5.607600,0.175416666666667,0.180666666666667,0.17525,0.2069,0.205818181818182,1,0,1,3
-0.655765545,-1.316495,-1.9309435734819642,-1.868821167908999,1.586000,4.761600,0.2064,0.175,0.196454545454545,1.0335,1.0645,1,2,1,1
-0.495132705,-1.275582,-1.9467167063577029,-1.9133151880606756,0.970000,3.236000,1.0595,0.191636363636364,0.2072,0.188727272727273,1.0605,1,2,2,0
-0.668188795,-1.144416,-2.0030355044114856,-1.7945262399036963,1.892000,5.957200,0.2096,0.2027,0.2108,0.183333333333333,0.179083333333333,3,0,0,2
-0.697067035,-1.15205,-1.958336059430148,-1.7263707272163165,1.466000,4.762800,0.169916666666667,0.2057,0.178333333333333,0.188333333333333,0.196909090909091,1,0,1,3
-1.995395455,-1.130833,-1.8596150354356178,-1.7801193104592492,1.398000,4.413200,0.176916666666667,0.176833333333333,0.190636363636364,0.192909090909091,0.2154,1,0,2,2
-0.808152365,-1.039524,-2.183942415855456,-2.0470897643429433,1.654000,5.942400,0.195818181818182,0.191818181818182,0.2065,0.2043,0.189454545454545,2,0,3,0
